no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,0,2,0,0,5,2017,10,16,0,0,0,0,94.5,0,0
2,0,0,3,0,0,1,104,2018,10,26,1,0,0,0,123.3,0,1
1,0,1,1,0,0,0,0,2018,4,11,2,1,0,14,65.0,1,0
0,2,0,0,0,0,5,8,2018,12,10,4,0,0,0,0.0,4,0
2,0,0,1,2,0,0,2,2017,12,10,0,0,0,0,116.0,0,0
2,0,0,2,0,0,0,22,2018,5,18,0,0,0,0,140.0,0,0
1,0,0,1,0,0,4,1,2018,3,17,2,0,0,0,106.0,1,0
2,0,2,2,0,0,1,242,2018,10,29,1,0,0,0,116.45,1,0
1,0,2,2,0,0,0,230,2018,9,18,1,0,0,0,109.65,0,1
2,0,0,2,0,0,0,30,2017,9,18,0,0,0,0,121.0,0,0
1,0,2,2,0,0,1,82,2018,4,16,1,0,0,0,109.37,1,0
2,2,0,4,0,0,3,1,2017,8,11,1,0,0,0,156.0,2,0
2,0,1,1,0,0,2,48,2018,9,21,0,0,0,0,95.0,0,0
2,2,0,2,0,0,3,211,2018,7,7,1,0,0,0,167.95,0,1
1,0,0,3,0,0,0,253,2018,5,4,0,0,0,0,90.0,0,0
2,2,2,3,0,0,5,5,2018,4,14,1,0,0,0,171.26,1,0
2,0,0,4,0,0,1,238,2018,9,2,1,0,0,0,132.6,2,1
2,0,0,4,2,0,1,99,2018,12,23,1,0,0,0,102.85,1,0
2,2,2,1,0,0,5,67,2018,7,10,1,0,0,0,260.9,0,0
2,0,2,5,1,0,0,119,2018,6,4,1,0,0,0,85.61,0,1
2,0,0,4,0,0,0,166,2017,9,16,1,0,0,0,93.5,0,0
2,0,2,5,0,0,1,197,2018,8,23,0,0,0,0,82.45,0,0
2,0,0,3,0,0,0,192,2017,9,12,1,0,0,0,96.9,2,0
1,0,0,3,0,0,0,1,2018,5,2,0,0,0,0,95.0,0,0
1,0,1,3,0,0,0,103,2018,5,5,1,0,0,0,99.45,1,0
1,0,0,1,0,0,0,179,2018,10,1,1,0,0,0,108.9,1,1
1,0,2,4,0,0,0,0,2018,4,10,1,0,0,0,63.2,0,0
2,0,2,4,0,0,0,199,2018,12,28,1,0,0,0,85.0,0,1
3,0,2,2,0,0,1,266,2018,10,30,1,0,0,0,123.3,0,1
2,0,1,5,0,0,1,79,2018,8,12,1,0,0,0,149.4,0,1
2,0,1,2,0,0,1,6,2018,6,20,0,0,0,0,107.0,0,0
2,0,1,2,0,0,1,161,2017,3,25,0,0,0,0,60.0,1,0
2,0,0,2,0,0,0,56,2018,5,20,0,0,0,0,140.0,0,0
3,0,0,4,0,0,1,112,2018,7,13,1,0,0,0,137.7,2,0
2,0,1,4,0,0,0,250,2018,9,26,0,0,0,0,95.0,0,1
2,0,0,4,0,0,0,156,2018,8,31,1,0,0,0,112.63,0,1
2,0,1,4,0,0,0,86,2018,4,25,0,0,0,0,80.75,1,0
2,0,0,2,0,0,0,240,2018,12,31,1,0,0,0,115.68,2,1
1,0,0,1,0,0,0,6,2018,5,29,0,0,0,0,130.0,0,0
2,0,1,2,0,0,0,219,2017,10,4,0,0,0,0,76.67,0,0
1,0,0,3,0,0,0,8,2018,9,1,0,0,0,0,75.0,0,0
2,1,1,1,0,0,0,84,2018,8,13,1,0,0,0,134.1,1,0
2,0,2,4,0,0,0,134,2018,6,9,1,0,0,0,119.85,0,1
2,0,0,1,0,0,0,154,2018,8,4,1,0,0,0,114.3,1,1
1,0,1,3,0,0,1,68,2018,4,24,1,0,0,0,112.2,1,0
3,0,1,2,0,0,1,54,2018,7,1,1,0,0,0,146.7,0,1
2,0,0,2,0,0,0,187,2018,10,26,1,0,0,0,105.3,0,1
2,0,2,2,2,0,0,124,2018,5,15,0,0,0,0,112.0,1,1
2,0,1,3,1,0,0,171,2018,8,14,1,0,0,0,89.25,0,1
2,0,2,2,0,0,0,105,2018,4,6,0,0,0,0,75.0,0,1
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,80.0,0,0
2,0,0,3,0,0,0,91,2018,5,4,0,0,0,0,75.0,1,0
1,0,0,2,0,0,0,19,2018,6,22,0,0,0,0,90.0,0,1
2,0,1,3,0,0,0,85,2018,10,4,0,0,0,0,85.0,0,0
2,0,2,3,0,0,2,71,2018,4,11,1,0,0,0,83.3,1,0
2,0,2,3,0,0,0,217,2018,9,25,0,0,0,0,80.75,1,0
2,0,0,1,0,0,1,5,2018,9,13,1,0,0,0,184.0,2,0
1,0,0,1,0,1,0,3,2018,8,21,2,1,0,2,67.0,0,0
1,0,2,0,0,0,0,20,2017,10,30,2,1,0,1,95.0,1,0
2,0,2,2,1,0,1,76,2018,5,22,0,0,0,0,90.95,0,0
2,0,0,1,0,0,0,82,2018,9,15,0,0,0,0,95.0,0,0
2,1,0,1,0,0,0,155,2018,8,12,1,0,0,0,130.5,0,1
2,0,1,2,0,1,0,33,2018,1,25,2,0,0,0,62.0,1,0
2,0,0,2,0,1,1,62,2018,7,27,1,0,0,0,146.7,2,0
2,0,2,1,0,0,0,44,2018,4,23,0,0,0,0,95.0,0,0
1,0,0,1,2,0,0,256,2018,6,15,0,0,0,0,90.0,0,0
2,0,0,2,0,0,0,108,2018,4,2,1,0,0,0,69.99,2,0
2,0,1,1,2,0,0,21,2018,1,4,0,0,0,0,107.0,1,0
2,0,2,5,0,0,2,302,2018,7,25,1,0,0,0,74.6,1,1
2,1,1,0,0,0,0,23,2018,2,8,1,0,0,0,109.0,0,0
2,0,2,5,1,0,0,148,2018,7,25,1,0,0,0,91.68,0,1
2,0,0,1,1,0,0,126,2018,9,2,1,0,0,0,118.8,2,0
1,0,2,15,0,0,0,17,2018,12,2,1,0,0,0,75.66,0,0
2,0,0,2,0,0,0,80,2018,10,10,0,1,1,0,90.0,0,0
2,0,3,7,0,0,0,12,2018,11,10,1,0,0,0,126.0,2,0
2,0,0,1,0,0,0,61,2017,10,4,0,0,0,0,91.0,0,0
2,0,0,3,0,0,0,226,2018,10,30,1,0,0,0,102.76,0,1
1,0,0,3,0,0,0,5,2018,2,2,0,0,0,0,66.0,0,0
2,0,1,1,0,0,0,60,2018,9,21,0,0,0,0,65.0,1,0
2,0,2,1,0,0,0,109,2018,4,24,0,0,0,0,58.0,0,0
2,0,1,1,0,0,0,141,2018,9,11,1,0,0,0,128.8,2,0
2,0,1,0,0,0,1,124,2018,6,10,1,0,0,0,143.1,2,1
2,0,2,2,0,0,0,244,2018,10,30,1,0,0,0,118.0,1,0
2,0,1,4,0,0,0,110,2018,5,2,0,0,0,0,106.68,0,1
3,0,2,3,0,0,4,94,2018,10,24,2,0,0,0,110.97,0,0
2,0,0,3,2,1,0,109,2018,8,4,1,0,0,0,176.25,0,0
2,0,2,3,0,0,0,116,2018,2,28,0,0,0,0,70.0,0,0
2,0,1,2,0,0,0,301,2018,11,18,0,0,0,0,89.0,0,1
2,0,0,2,0,0,0,68,2018,3,26,0,0,0,0,89.24,0,0
2,0,2,2,0,0,0,194,2018,10,29,1,0,0,0,96.3,2,1
1,0,0,2,0,0,0,245,2018,7,6,0,0,0,0,110.0,0,1
2,0,2,3,0,0,0,292,2018,10,21,1,0,0,0,113.4,0,1
2,0,0,1,1,0,0,138,2018,11,27,1,0,0,0,79.2,2,1
1,0,1,2,0,0,0,103,2018,4,19,1,0,0,0,115.0,0,1
1,0,0,1,0,0,0,44,2018,10,24,0,0,0,0,95.0,2,0
1,0,1,2,0,0,0,25,2018,11,7,1,0,0,0,185.0,1,1
2,0,0,2,2,0,0,320,2018,8,12,1,0,0,0,115.0,1,1
2,0,2,1,0,0,1,17,2017,12,30,0,0,0,0,46.67,0,0
3,0,2,0,0,0,1,20,2018,12,25,1,0,0,0,96.9,2,0
2,0,2,2,1,0,0,39,2018,1,20,1,0,0,0,62.0,0,0
2,0,2,3,0,0,0,155,2018,8,7,0,0,0,0,72.25,1,0
2,0,2,1,0,0,2,47,2018,3,5,1,0,0,0,71.55,0,1
2,0,1,1,1,0,0,183,2018,10,29,1,0,0,0,80.1,2,0
2,0,1,0,0,0,0,3,2017,8,15,0,0,0,0,72.0,0,1
2,0,2,5,0,0,0,208,2018,7,23,1,0,0,0,90.95,0,1
2,0,2,5,0,0,1,73,2018,4,3,1,0,0,0,82.45,1,0
2,0,2,2,0,0,0,71,2018,6,17,0,0,0,0,80.75,0,1
2,0,1,3,0,0,0,157,2018,6,29,1,0,0,0,90.95,0,1
1,0,0,3,0,0,1,6,2018,3,1,3,0,0,0,110.0,1,0
2,0,2,3,0,0,0,141,2018,6,15,1,0,0,0,90.95,1,0
1,0,1,5,0,0,0,195,2018,8,6,1,0,0,0,99.45,1,0
2,2,0,1,0,0,3,19,2018,6,16,1,0,0,0,231.0,0,1
2,0,0,5,0,0,0,85,2018,10,19,0,0,0,0,72.76,0,0
2,0,1,3,0,0,1,46,2018,10,30,1,0,0,0,122.4,1,1
2,0,1,2,0,0,0,80,2017,11,23,1,0,0,0,65.45,2,0
2,0,0,5,0,0,0,147,2018,7,18,1,0,0,0,78.76,0,1
2,0,2,3,0,0,0,265,2018,9,9,1,0,0,0,100.3,1,1
2,0,2,3,0,0,0,212,2018,5,20,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,60,2018,3,18,0,0,0,0,75.0,0,1
2,0,2,3,0,0,0,304,2018,11,3,0,0,0,0,89.0,0,1
2,0,1,3,0,0,0,46,2018,11,3,0,0,0,0,112.0,0,0
3,0,0,2,0,0,1,84,2018,12,10,1,0,0,0,126.0,0,0
2,2,0,1,0,0,3,1,2018,9,20,1,0,0,0,275.0,1,1
1,0,0,2,0,0,0,2,2018,7,22,2,1,0,1,95.0,0,0
2,1,1,5,0,0,0,0,2018,10,31,1,0,0,0,106.25,3,0
2,0,1,2,0,0,0,185,2018,8,25,1,0,0,0,69.9,0,1
3,0,2,3,0,0,1,110,2018,8,14,1,0,0,0,138.55,0,0
2,0,0,3,0,0,1,60,2018,9,20,1,0,0,0,123.3,1,0
2,2,1,3,0,0,3,36,2018,3,23,1,0,0,0,160.8,0,0
1,0,0,1,0,0,0,6,2017,12,17,2,1,2,10,65.0,0,0
2,0,1,1,0,0,0,247,2018,6,6,1,0,0,0,115.0,1,0
1,0,1,2,0,0,0,68,2018,12,1,1,0,0,0,86.4,0,0
2,0,0,3,1,1,0,134,2018,7,7,1,0,0,0,103.5,0,0
2,0,0,1,0,0,0,31,2017,12,27,0,0,0,0,69.3,0,0
3,0,2,1,0,0,1,1,2018,12,12,1,0,0,0,119.0,0,0
2,0,1,5,0,0,1,129,2018,5,30,1,0,0,0,111.35,3,0
2,1,0,3,0,0,2,381,2018,12,24,1,0,0,0,69.5,1,1
1,0,1,0,0,0,0,6,2018,5,9,2,1,0,1,65.0,1,0
2,2,1,3,0,0,3,66,2018,9,2,1,0,0,0,177.66,0,1
1,0,1,0,0,0,0,6,2018,3,7,2,1,0,12,65.0,1,0
3,0,0,1,0,1,1,45,2018,6,8,1,0,0,0,146.7,1,0
2,0,2,3,0,0,0,276,2018,9,22,0,0,0,0,95.67,1,0
2,1,0,5,0,0,0,126,2018,7,6,1,0,0,0,139.0,0,1
2,0,0,4,1,0,0,178,2018,8,26,1,0,0,0,90.9,2,1
2,0,2,2,0,0,0,158,2018,4,17,1,0,0,0,75.23,1,1
3,0,0,1,0,0,1,93,2018,6,3,1,0,0,0,159.3,0,1
2,0,2,2,0,0,1,141,2018,4,17,0,0,0,0,80.75,0,0
2,0,0,4,2,0,0,100,2018,10,28,0,0,0,0,140.0,0,0
1,0,0,1,0,0,0,159,2018,2,19,2,0,0,0,81.0,0,0
1,1,1,3,0,0,0,6,2018,5,30,1,0,0,0,106.25,1,0
2,0,2,1,0,0,0,91,2018,5,30,0,0,0,0,80.0,0,1
2,0,0,2,0,0,0,322,2018,12,13,0,0,0,0,52.0,0,0
2,0,0,1,0,0,0,8,2018,3,27,0,0,0,0,56.0,0,0
2,0,2,1,1,0,0,109,2018,4,13,1,0,0,0,68.5,0,0
2,0,0,2,1,0,0,121,2018,12,15,1,0,0,0,79.2,2,1
1,0,0,1,0,0,0,0,2018,1,19,4,1,0,3,0.0,1,0
2,0,1,2,0,0,3,17,2018,12,4,1,0,0,0,176.33,0,0
2,0,3,7,0,0,0,12,2017,8,31,1,0,0,0,55.96,1,1
2,0,1,2,0,0,1,86,2018,10,26,1,0,0,0,104.4,0,0
1,0,2,3,0,0,1,13,2018,4,19,2,0,0,0,75.0,0,0
2,0,0,3,0,0,0,97,2018,12,29,0,0,0,0,75.0,0,0
2,1,1,3,0,0,3,71,2018,4,8,1,0,0,0,171.3,0,1
2,0,1,3,0,0,0,78,2018,9,26,0,0,0,0,95.0,1,0
2,0,1,5,0,0,0,66,2018,5,13,1,0,0,0,119.85,0,1
2,0,1,5,1,0,0,109,2018,11,21,1,0,0,0,97.75,2,0
2,0,2,2,0,0,0,83,2018,5,1,0,0,0,0,80.75,1,0
2,2,1,1,0,0,3,45,2018,4,23,1,0,0,0,177.3,0,1
2,0,0,3,0,0,1,50,2017,11,11,0,0,0,0,60.0,0,0
2,0,0,1,0,0,2,143,2018,10,21,1,0,0,0,96.36,1,0
2,0,0,3,0,0,0,322,2018,5,9,0,0,0,0,80.0,0,1
2,0,1,4,1,0,0,141,2018,7,9,1,0,0,0,103.5,0,0
1,0,1,0,0,0,0,62,2018,12,15,2,0,0,0,67.0,1,0
2,0,2,3,0,0,0,274,2018,11,9,1,0,0,0,0.0,2,1
1,0,0,2,0,0,0,64,2018,2,17,2,0,0,0,130.0,0,0
1,0,0,1,0,0,0,1,2018,4,7,2,1,0,3,67.0,0,0
2,0,2,1,0,0,0,40,2017,10,5,0,0,0,0,70.0,0,0
2,1,0,1,0,0,0,127,2018,9,25,1,0,0,0,143.1,3,0
2,0,2,8,0,0,0,80,2017,7,11,1,0,0,0,94.6,0,0
2,1,1,0,0,0,0,64,2018,4,16,1,0,0,0,115.03,2,0
2,0,0,0,0,0,2,256,2017,10,7,1,0,0,0,0.0,1,1
2,0,0,5,2,0,0,12,2018,3,1,1,0,0,0,130.22,2,1
1,0,0,0,1,0,0,182,2018,10,12,1,0,0,0,0.0,0,0
2,1,0,2,0,0,0,7,2018,7,16,1,0,0,0,147.3,0,1
1,0,1,3,0,0,0,6,2018,8,3,1,0,0,0,156.5,0,1
3,0,0,3,0,0,4,38,2018,4,23,0,0,0,0,128.52,0,0
2,1,0,1,0,0,0,119,2018,6,28,1,0,0,0,112.5,1,0
2,0,0,2,2,0,1,6,2018,11,1,1,0,0,0,140.0,2,0
2,0,2,2,1,0,0,220,2018,12,29,1,0,0,0,72.75,1,0
1,0,1,2,0,0,0,5,2018,2,19,0,0,0,0,82.0,0,0
2,0,1,2,0,0,1,57,2018,6,10,0,0,0,0,90.67,1,0
2,0,0,2,0,0,0,100,2017,11,15,1,0,0,0,72.25,2,0
2,1,0,2,0,0,0,152,2018,7,25,1,0,0,0,121.5,1,1
2,0,2,2,0,0,0,127,2018,7,4,1,0,0,0,114.3,3,0
2,0,1,1,0,0,0,142,2018,7,2,1,0,0,0,105.3,2,0
1,0,2,3,0,0,0,27,2018,2,29,0,0,0,0,76.0,1,0
2,0,2,1,2,0,0,150,2018,1,15,0,0,0,0,101.0,0,0
2,0,2,1,0,0,0,126,2018,10,20,1,0,0,0,118.8,2,0
1,0,0,1,0,0,1,3,2017,9,1,0,0,0,0,75.0,0,0
2,0,2,1,0,0,0,18,2018,6,12,0,0,0,0,115.0,1,1
2,0,2,4,0,0,1,45,2017,10,14,1,0,0,0,78.54,0,0
2,0,0,1,0,0,0,61,2018,9,21,0,0,0,0,89.75,1,0
1,0,0,1,0,0,0,0,2017,8,17,4,1,0,3,0.0,1,0
2,0,0,1,0,0,0,6,2017,10,11,0,0,0,0,100.8,0,0
1,0,0,3,0,0,1,2,2018,10,26,1,0,0,0,136.85,0,0
2,0,0,4,0,0,2,155,2018,5,14,1,0,0,0,95.82,0,1
2,0,2,2,0,0,1,56,2018,3,6,1,0,0,0,65.49,0,0
2,0,1,2,0,0,0,141,2018,7,3,1,0,0,0,105.3,1,0
2,0,1,0,0,0,0,166,2018,8,29,1,0,0,0,96.3,0,1
2,0,1,3,1,0,0,161,2018,6,30,1,0,0,0,89.25,0,1
3,0,1,3,0,0,1,184,2018,10,4,1,0,0,0,128.7,1,1
2,0,2,1,0,0,0,36,2017,9,18,0,0,0,0,85.0,0,0
1,0,0,4,0,0,0,195,2018,10,18,1,0,0,0,90.9,0,0
2,0,0,3,0,0,0,5,2017,9,24,0,0,0,0,105.0,0,0
2,1,0,3,0,0,0,77,2018,5,17,1,0,0,0,143.1,0,1
2,0,0,3,0,0,0,157,2018,6,27,1,0,0,0,90.95,1,0
1,0,1,2,0,0,1,38,2018,10,15,1,0,0,0,161.33,0,1
3,0,0,4,0,0,1,46,2018,11,2,1,0,0,0,119.0,2,0
1,0,0,2,2,0,0,257,2018,7,1,1,0,0,0,87.0,0,0
1,0,0,1,0,0,0,4,2018,11,23,2,1,0,3,88.0,1,0
2,0,2,6,0,0,1,8,2017,12,20,0,0,0,0,77.6,0,0
2,0,0,2,0,0,0,38,2018,4,26,0,0,0,0,80.3,0,0
1,0,0,2,0,0,0,166,2018,11,1,1,0,0,0,110.0,0,1
2,0,2,3,0,0,1,59,2018,4,22,1,0,0,0,112.2,0,1
2,0,0,2,2,0,0,55,2018,4,15,0,0,0,0,104.0,0,0
2,0,1,3,0,0,1,85,2018,5,2,1,0,0,0,140.4,0,0
1,0,1,3,0,0,0,113,2018,6,30,0,0,0,0,85.0,0,1
2,0,0,3,0,0,1,55,2018,6,9,1,0,0,0,159.3,2,0
3,0,1,0,0,0,1,103,2018,10,9,1,0,0,0,151.2,0,1
2,0,0,2,2,0,0,256,2018,6,17,0,0,0,0,115.0,1,1
2,0,1,2,2,0,0,291,2018,8,19,0,0,0,0,115.0,0,1
2,0,2,2,0,0,0,185,2018,5,8,1,0,0,0,81.77,0,0
2,0,2,2,0,0,0,122,2018,5,7,1,0,0,0,99.45,0,0
2,0,2,4,2,0,0,171,2018,10,28,1,0,0,0,102.85,0,1
2,0,1,3,0,0,0,68,2017,11,11,1,0,0,0,60.29,3,0
2,0,2,2,1,0,0,105,2018,9,4,1,0,0,0,118.8,1,1
2,0,0,3,0,0,0,85,2018,12,30,0,0,0,0,75.0,0,0
2,0,0,1,1,0,0,207,2018,8,15,1,0,0,0,112.5,0,1
2,0,1,1,0,0,0,60,2017,9,21,0,0,0,0,65.0,0,0
2,0,2,5,0,0,1,230,2018,9,6,1,0,0,0,137.0,0,1
2,0,2,1,0,0,0,180,2018,7,1,1,0,0,0,96.3,0,1
2,1,0,3,0,0,1,35,2018,9,9,1,0,0,0,136.2,2,0
1,0,1,0,0,0,0,3,2018,6,20,2,1,0,4,65.0,0,0
2,0,2,1,0,0,0,54,2018,10,29,0,0,0,0,95.0,1,1
2,0,1,3,0,0,0,133,2018,7,4,0,0,0,0,72.25,0,0
2,2,2,1,1,0,3,4,2017,8,20,1,0,0,0,153.0,1,0
2,0,0,2,1,0,0,292,2018,7,21,1,0,0,0,109.0,0,1
1,1,2,0,2,0,0,26,2018,12,22,0,0,0,0,79.92,2,0
2,0,1,4,0,1,1,98,2018,4,23,1,0,0,0,141.6,1,0
2,1,2,3,0,0,1,23,2018,12,24,1,0,0,0,119.36,3,0
1,0,0,1,0,0,1,0,2018,3,21,4,0,0,0,0.0,2,0
1,0,2,1,0,0,0,98,2018,9,19,2,1,3,13,65.0,0,0
2,0,0,2,0,0,0,181,2018,8,15,1,0,0,0,94.5,2,1
1,0,0,1,0,0,0,133,2018,8,20,1,0,0,0,94.5,0,1
2,0,1,4,0,0,0,147,2018,7,11,1,0,0,0,99.45,1,0
1,0,0,1,0,0,0,15,2018,6,27,2,1,0,2,65.0,0,0
2,0,0,1,0,0,0,68,2017,9,2,2,0,0,0,65.0,0,0
1,0,2,0,2,0,0,386,2018,10,23,0,0,0,0,115.0,1,1
2,0,2,1,0,0,0,48,2018,1,14,0,0,0,0,60.0,0,0
2,0,1,1,0,0,2,109,2017,8,6,1,0,0,0,76.5,1,1
2,0,4,7,0,0,0,11,2018,12,30,1,0,0,0,111.4,0,1
2,0,2,3,0,0,1,99,2018,8,28,1,0,0,0,120.6,0,1
2,0,1,3,0,0,0,85,2018,6,30,0,0,0,0,86.36,0,0
2,0,0,2,0,0,1,86,2018,9,30,1,0,0,0,115.04,1,0
1,0,0,1,0,0,0,9,2018,9,22,1,0,0,0,169.0,3,0
2,0,1,3,0,0,0,146,2018,6,1,1,0,0,0,100.3,0,0
2,2,0,4,0,0,3,228,2018,12,29,1,0,0,0,136.19,1,1
1,0,0,2,0,0,0,64,2018,5,18,0,0,0,0,130.0,0,0
1,0,0,1,0,0,0,304,2018,11,3,1,0,0,0,89.0,0,1
1,0,2,5,0,0,1,1,2018,9,20,1,0,0,0,179.71,1,0
2,0,2,1,0,0,1,205,2018,12,1,0,0,0,0,69.36,2,0
3,0,2,2,0,0,1,88,2018,10,30,1,0,0,0,151.2,0,0
1,0,0,3,0,0,1,11,2018,6,14,2,0,0,0,90.0,0,1
2,0,2,4,0,0,1,49,2018,3,10,1,0,0,0,76.33,0,1
3,0,1,2,0,0,0,6,2017,9,11,1,0,0,0,127.0,1,1
1,0,0,3,0,0,0,97,2017,12,29,0,0,0,0,62.0,0,0
2,0,1,3,0,0,0,141,2018,7,5,1,0,0,0,105.3,1,0
2,0,2,3,0,0,1,81,2018,12,25,0,0,0,0,60.0,1,0
3,0,0,2,0,0,1,2,2018,6,13,1,0,0,0,197.0,2,0
2,0,0,3,0,0,0,110,2018,4,3,1,0,0,0,93.9,1,0
2,0,0,2,0,1,1,15,2018,11,2,1,0,0,0,12.0,2,0
3,0,2,2,0,0,1,54,2018,7,2,1,0,0,0,139.5,0,0
2,0,2,4,0,0,0,92,2017,10,7,1,0,0,0,70.0,0,1
2,0,0,2,0,0,0,204,2018,5,5,0,0,0,0,100.0,0,1
2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,104.0,0,0
2,1,2,2,0,0,0,15,2018,2,14,1,0,0,0,111.0,2,0
2,0,0,4,0,0,1,87,2018,10,14,1,0,0,0,132.3,0,1
2,0,0,4,0,0,1,64,2018,9,26,1,0,0,0,123.3,1,1
2,0,1,2,0,0,0,102,2018,10,9,1,0,0,0,78.0,0,1
2,0,2,2,2,0,0,175,2018,9,11,1,0,0,0,152.15,0,1
2,0,2,1,0,0,2,88,2018,5,22,1,0,0,0,112.01,1,0
2,0,1,3,0,0,0,33,2018,3,25,0,0,0,0,62.2,0,0
2,1,1,3,0,0,0,69,2018,3,21,1,0,0,0,97.75,0,0
2,0,2,0,2,0,0,275,2018,4,17,0,0,0,0,110.0,0,1
2,0,1,3,0,0,0,313,2018,12,17,1,0,0,0,91.8,1,0
1,0,0,2,0,0,0,102,2017,10,16,0,0,0,0,87.0,0,0
2,0,2,2,0,0,0,25,2018,8,14,1,0,0,0,186.5,1,0
2,1,2,3,0,0,0,5,2018,10,21,1,0,0,0,180.0,2,0
2,0,0,2,0,0,1,31,2018,11,6,1,0,0,0,146.6,0,1
2,0,1,2,0,0,0,282,2017,10,10,0,0,0,0,76.67,0,0
2,0,0,2,1,0,0,124,2018,5,4,1,0,0,0,94.5,0,0
1,0,1,1,0,0,0,97,2018,9,5,1,0,0,0,135.9,2,0
2,0,2,2,0,0,0,117,2018,4,24,1,0,0,0,95.2,0,1
2,0,2,3,0,0,1,267,2018,12,31,1,0,0,0,125.63,1,1
2,0,0,3,1,0,0,122,2018,6,30,1,0,0,0,101.1,0,0
1,0,1,2,0,0,0,10,2017,10,9,0,0,0,0,90.0,0,0
0,2,0,3,0,0,2,56,2018,12,7,1,0,0,0,82.44,1,1
2,0,1,2,0,0,0,121,2018,6,24,0,0,0,0,80.75,0,1
2,1,2,4,0,0,1,70,2017,9,9,1,0,0,0,129.2,1,0
2,0,1,4,0,1,0,191,2018,7,25,1,0,0,0,101.75,0,1
2,0,2,2,0,0,1,117,2018,8,13,1,0,0,0,139.5,2,0
1,0,2,2,0,0,0,99,2017,10,30,0,0,0,0,65.0,0,1
1,0,0,2,0,0,0,32,2018,11,20,0,0,0,0,73.0,1,0
2,0,1,1,0,0,0,60,2018,4,4,0,0,0,0,75.0,0,1
2,0,1,3,0,0,0,100,2018,9,28,0,0,0,0,100.0,0,1
1,0,0,1,0,0,0,16,2018,3,9,2,1,0,14,65.0,1,0
3,0,0,2,0,0,1,134,2018,7,13,1,0,0,0,137.7,0,0
2,0,0,2,2,0,0,59,2017,10,17,0,0,0,0,109.0,0,0
2,0,0,2,0,0,0,263,2018,9,21,0,0,0,0,110.0,0,1
2,1,0,4,0,0,0,42,2018,11,23,1,0,0,0,94.35,1,1
1,0,0,1,0,0,0,54,2018,11,18,1,0,0,0,86.4,0,1
2,2,0,1,0,0,3,11,2017,8,13,1,0,0,0,97.0,1,0
2,0,2,4,0,0,0,110,2017,12,9,0,0,0,0,70.0,0,0
2,0,0,1,0,0,1,39,2017,10,21,0,0,0,0,85.0,0,0
2,0,2,0,0,0,0,186,2018,4,22,0,0,0,0,90.0,0,0
2,0,0,3,0,0,0,53,2018,11,14,0,0,0,0,75.0,0,0
2,0,2,2,0,0,0,156,2018,7,25,1,0,0,0,77.03,1,1
2,0,1,2,0,0,1,30,2017,10,5,0,0,0,0,70.0,0,0
2,0,2,1,0,0,1,24,2018,6,26,1,0,0,0,156.0,0,1
1,0,0,2,2,0,0,8,2017,10,1,1,0,0,0,0.0,0,1
2,0,2,3,0,0,1,24,2018,1,31,0,0,0,0,61.5,0,0
1,0,1,2,0,0,0,164,2018,10,5,1,0,0,0,115.0,0,1
2,0,1,2,0,0,0,192,2018,5,24,0,0,0,0,95.0,0,0
2,1,1,1,0,0,0,152,2018,7,11,1,0,0,0,119.0,2,1
1,0,0,5,0,0,1,1,2018,3,1,0,0,0,0,55.0,1,0
2,0,0,1,0,0,0,100,2017,10,16,1,0,0,0,108.0,0,1
2,2,0,1,0,0,3,1,2018,12,8,1,0,0,0,185.0,1,0
3,0,2,2,0,0,1,175,2018,7,10,1,0,0,0,130.05,0,1
2,0,2,1,0,0,0,197,2018,10,18,1,0,0,0,108.9,1,1
2,0,2,3,0,0,0,70,2018,4,9,1,0,0,0,61.56,1,0
2,0,1,3,0,0,0,90,2018,5,18,0,0,0,0,80.75,0,0
2,0,2,1,0,0,0,192,2018,9,3,1,0,0,0,107.1,1,1
1,0,1,0,0,0,0,0,2018,5,2,2,1,0,3,65.0,0,0
2,0,2,5,0,0,0,155,2018,8,22,1,0,0,0,105.52,0,1
3,0,0,1,2,0,1,0,2018,8,29,1,0,0,0,136.44,1,0
3,0,2,2,0,0,1,39,2018,2,28,0,0,0,0,98.94,2,0
2,0,2,2,0,0,1,172,2018,10,30,1,0,0,0,104.4,2,1
1,0,4,9,0,0,0,17,2018,11,20,1,0,0,0,97.75,2,0
2,0,0,1,2,0,0,55,2018,6,7,0,0,0,0,104.0,0,0
2,0,2,5,0,0,2,15,2018,3,27,1,0,0,0,85.29,1,0
2,2,1,4,0,0,3,9,2017,9,14,1,0,0,0,190.5,4,0
2,0,0,3,0,0,1,73,2017,12,29,0,0,0,0,60.0,0,0
2,0,0,2,0,0,1,122,2018,7,27,1,0,0,0,121.5,1,0
1,0,0,5,0,0,0,32,2018,11,27,0,0,0,0,73.0,0,0
3,0,0,4,0,0,1,64,2018,4,26,1,0,0,0,115.03,0,1
1,0,0,4,0,0,0,49,2017,10,30,0,0,0,0,71.0,0,0
